Time [s], X-Pos [m], Y-Pos [m], phi [rad], dX-Pos [m/s], dY-Pos [m/s], dphi [rad/s], Path Vel [m/s]
0,0,0,0,0,0,0,0
1,8.14139e-16,0.0489864,1.5708,2.44242e-15,0.146959,0,0.146959
2,4.9346e-15,0.296912,1.5708,4.98488e-15,0.299938,0,0.299938
3,9.92051e-15,0.596912,1.5708,4.98591e-15,0.3,0,0.3
4,1.49064e-14,0.896912,1.5708,4.98591e-15,0.3,0,0.3
5,1.98923e-14,1.19691,1.5708,4.98591e-15,0.3,0,0.3
6,2.48783e-14,1.49691,1.5708,4.98591e-15,0.3,0,0.3
7,2.98642e-14,1.79691,1.5708,4.98591e-15,0.3,0,0.3
8,3.48501e-14,2.09691,1.5708,4.98591e-15,0.3,0,0.3
9,3.9836e-14,2.39691,1.5708,4.98591e-15,0.3,0,0.3
10,4.48219e-14,2.69691,1.5708,4.98591e-15,0.3,0,0.3
11,4.98078e-14,2.99691,1.5708,4.98591e-15,0.3,0,0.3
12,5.47937e-14,3.29691,1.5708,4.98591e-15,0.3,0,0.3
13,5.97796e-14,3.59691,1.5708,4.98591e-15,0.3,0,0.3
14,6.47656e-14,3.89691,1.5708,4.98591e-15,0.3,0,0.3
15,6.97515e-14,4.19691,1.5708,4.98591e-15,0.3,0,0.3
16,7.47374e-14,4.49691,1.5708,4.98591e-15,0.3,0,0.3
17,7.97233e-14,4.79691,1.5708,4.98591e-15,0.3,0,0.3
18,8.47092e-14,5.09691,1.5708,4.98591e-15,0.3,0,0.3
19,8.96951e-14,5.39691,1.5708,4.98591e-15,0.3,0,0.3
20,9.4681e-14,5.69691,1.5708,4.98591e-15,0.3,0,0.3
21,9.9667e-14,5.99691,1.5708,4.98591e-15,0.3,0,0.3
22,1.04653e-13,6.29691,1.5708,4.98591e-15,0.3,0,0.3
23,1.09639e-13,6.59691,1.5708,4.98591e-15,0.3,0,0.3
24,1.14625e-13,6.89691,1.5708,4.98591e-15,0.3,0,0.3
25,1.19611e-13,7.19691,1.5708,4.98591e-15,0.3,0,0.3
26,1.24597e-13,7.49691,1.5708,4.98591e-15,0.3,0,0.3
27,1.29582e-13,7.79691,1.5708,4.98591e-15,0.3,0,0.3
28,1.34568e-13,8.09691,1.5708,4.98591e-15,0.3,0,0.3
29,1.39554e-13,8.39691,1.5708,4.98591e-15,0.3,0,0.3
30,1.4454e-13,8.69691,1.5708,4.98591e-15,0.3,0,0.3
31,1.49526e-13,8.99691,1.5708,4.98591e-15,0.3,0,0.3
32,1.54512e-13,9.29691,1.5708,4.98591e-15,0.3,0,0.3
33,1.59498e-13,9.59691,1.5708,4.98591e-15,0.3,0,0.3
34,1.64484e-13,9.89691,1.5708,4.98591e-15,0.3,0,0.3
35,1.6947e-13,10.1969,1.5708,4.98591e-15,0.3,0,0.3
36,1.74456e-13,10.4969,1.5708,4.98591e-15,0.3,0,0.3
37,1.79442e-13,10.7969,1.5708,4.98591e-15,0.3,0,0.3
38,1.84276e-13,11.0878,1.5708,4.1977e-15,0.252573,0,0.252573
39,-0.00117538,11.4173,1.58702,-0.00352604,0.217287,0.0324523,0.217316
40,-0.00940037,11.6344,1.6357,-0.0140949,0.216858,0.0649046,0.217316
41,-0.0316875,11.8506,1.71683,-0.0316231,0.215003,0.0973569,0.217316
42,-0.0748642,12.0634,1.83041,-0.0557875,0.210033,0.129809,0.217316
43,-0.145207,12.2688,1.97645,-0.0857571,0.199679,0.162262,0.217316
44,-0.247765,12.4601,2.15494,-0.119846,0.181282,0.194714,0.217316
45,-0.38526,12.6297,2.36582,-0.155137,0.15218,0.224391,0.217316
46,-0.557471,12.7645,2.57398,-0.183238,0.116833,0.191939,0.217316
47,-0.751922,12.8637,2.7497,-0.20084,0.0830021,0.159486,0.217316
48,-0.959381,12.9307,2.89296,-0.210633,0.0534777,0.127034,0.217316
49,-1.17341,12.9708,3.00376,-0.215255,0.0298576,0.0945818,0.217316
50,-1.39008,12.9905,3.08212,-0.216932,0.0129168,0.0621295,0.217316
51,-1.60741,12.9967,3.12802,-0.217296,0.00294882,0.0296772,0.217316
52,-1.82475,12.9964,3.14147,-0.217316,2.57859e-05,-0.00277513,0.217316
53,-2.05616,13,3.14159,-0.299457,0,0,0.299457
54,-2.35614,13,3.14159,-0.3,0,0,0.3
55,-2.63524,13,3.14159,-0.229878,0,0,0.229878
56,-2.91731,12.9988,3.15782,-0.217287,-0.00352604,0.0324523,0.217316
57,-3.13445,12.9906,3.2065,-0.216858,-0.0140949,0.0649046,0.217316
58,-3.35056,12.9683,3.28763,-0.215003,-0.0316231,0.0973569,0.217316
59,-3.56342,12.9251,3.40121,-0.210033,-0.0557875,0.129809,0.217316
60,-3.76883,12.8548,3.54725,-0.199679,-0.0857571,0.162262,0.217316
61,-3.9601,12.7522,3.72573,-0.181282,-0.119846,0.194714,0.217316
62,-4.12971,12.6147,3.93661,-0.15218,-0.155137,0.224391,0.217316
63,-4.26449,12.4425,4.14478,-0.116833,-0.183238,0.191939,0.217316
64,-4.36374,12.2481,4.32049,-0.0830021,-0.20084,0.159486,0.217316
65,-4.43072,12.0406,4.46375,-0.0534777,-0.210633,0.127034,0.217316
66,-4.47082,11.8266,4.57456,-0.0298576,-0.215255,0.0945818,0.217316
67,-4.4905,11.6099,4.65292,-0.0129168,-0.216932,0.0621295,0.217316
68,-4.49668,11.3926,4.69882,-0.00294882,-0.217296,0.0296772,0.217316
69,-4.4964,11.1752,4.71227,-2.57859e-05,-0.217316,-0.00277513,0.217316
70,-4.5,10.9438,-1.5708,9.2824e-15,-0.299457,0,0.299457
71,-4.5,10.6439,-1.5708,9.29923e-15,-0.3,0,0.3
72,-4.5,10.3439,-1.5708,9.29923e-15,-0.3,0,0.3
73,-4.5,10.0439,-1.5708,9.29923e-15,-0.3,0,0.3
74,-4.5,9.74386,-1.5708,9.29923e-15,-0.3,0,0.3
75,-4.5,9.44386,-1.5708,9.29923e-15,-0.3,0,0.3
76,-4.5,9.14386,-1.5708,9.29923e-15,-0.3,0,0.3
77,-4.5,8.84386,-1.5708,9.29923e-15,-0.3,0,0.3
78,-4.5,8.54386,-1.5708,9.29923e-15,-0.3,0,0.3
79,-4.5,8.24386,-1.5708,9.29923e-15,-0.3,0,0.3
80,-4.5,7.94386,-1.5708,9.29923e-15,-0.3,0,0.3
81,-4.5,7.64386,-1.5708,9.29923e-15,-0.3,0,0.3
82,-4.5,7.34386,-1.5708,9.29923e-15,-0.3,0,0.3
83,-4.5,7.04386,-1.5708,9.29923e-15,-0.3,0,0.3
84,-4.5,6.74386,-1.5708,9.29923e-15,-0.3,0,0.3
85,-4.5,6.44386,-1.5708,9.29923e-15,-0.3,0,0.3
86,-4.5,6.14386,-1.5708,9.29923e-15,-0.3,0,0.3
87,-4.5,5.84386,-1.5708,9.29923e-15,-0.3,0,0.3
88,-4.5,5.54386,-1.5708,9.29923e-15,-0.3,0,0.3
89,-4.5,5.24386,-1.5708,9.29923e-15,-0.3,0,0.3
90,-4.5,4.94386,-1.5708,9.29923e-15,-0.3,0,0.3
91,-4.5,4.64386,-1.5708,9.29923e-15,-0.3,0,0.3
92,-4.5,4.34386,-1.5708,9.29923e-15,-0.3,0,0.3
93,-4.5,4.04386,-1.5708,9.29923e-15,-0.3,0,0.3
94,-4.5,3.74386,-1.5708,9.29923e-15,-0.3,0,0.3
95,-4.5,3.44386,-1.5708,9.29923e-15,-0.3,0,0.3
96,-4.5,3.14386,-1.5708,9.29923e-15,-0.3,0,0.3
97,-4.5,2.84386,-1.5708,9.29923e-15,-0.3,0,0.3
98,-4.5,2.54386,-1.5708,9.29923e-15,-0.3,0,0.3
99,-4.5,2.24386,-1.5708,9.29923e-15,-0.3,0,0.3
100,-4.5,1.94386,-1.5708,9.29923e-15,-0.3,0,0.3
101,-4.5,1.64386,-1.5708,9.29923e-15,-0.3,0,0.3
102,-4.5,1.35005,-1.5708,8.15133e-15,-0.262968,0,0.262968
103,-4.5,1.13621,-1.5708,6.55369e-15,-0.211427,0,0.211427
104,-4.49804,1.0033,-1.54088,0.00588392,-0.196628,0.0598305,0.196716
105,-4.48432,0.807132,-1.45114,0.023483,-0.195309,0.119661,0.196716
106,-4.44731,0.614117,-1.30156,0.0523256,-0.189629,0.179491,0.196716
107,-4.3765,0.430975,-1.09215,0.0906024,-0.174609,0.239322,0.196716
108,-4.26442,0.27003,-0.822915,0.133784,-0.144218,0.299152,0.196716
109,-4.10907,0.145823,-0.539773,0.168748,-0.1011,0.254145,0.196716
110,-3.92747,0.0661657,-0.315543,0.187003,-0.0610472,0.194315,0.196716
111,-3.73454,0.0232872,-0.151144,0.194473,-0.0296192,0.134484,0.196716
112,-3.53807,0.00674471,-0.0465746,0.196502,-0.00915864,0.0746537,0.196716
113,-3.34123,0.00492087,-0.00183624,0.196715,-0.000361216,0.0148232,0.196716
114,-3.06091,0,0,0.294938,0,0,0.294938
115,-2.78363,0,0,0.2212,0,0,0.2212
116,-2.5033,0.00196147,0.0299152,0.196628,0.00588392,0.0598305,0.196716
117,-2.30713,0.0156767,0.119661,0.195309,0.023483,0.119661,0.196716
118,-2.11412,0.0526895,0.269237,0.189629,0.0523256,0.179491,0.196716
119,-1.93097,0.123503,0.478644,0.174609,0.0906024,0.239322,0.196716
120,-1.77003,0.235576,0.747881,0.144218,0.133784,0.299152,0.196716
121,-1.64582,0.390931,1.03102,0.1011,0.168748,0.254145,0.196716
122,-1.56617,0.572526,1.25525,0.0610472,0.187003,0.194315,0.196716
123,-1.52329,0.765461,1.41965,0.0296192,0.194473,0.134484,0.196716
124,-1.50674,0.961925,1.52422,0.00915864,0.196502,0.0746537,0.196716
125,-1.50492,1.15877,1.56896,0.000361216,0.196715,0.0148232,0.196716
126,-1.5,1.43909,1.5708,9.14233e-15,0.294938,0,0.294938
127,-1.5,1.73877,1.5708,9.29923e-15,0.3,0,0.3
128,-1.5,2.03877,1.5708,9.29923e-15,0.3,0,0.3
129,-1.5,2.33877,1.5708,9.29923e-15,0.3,0,0.3
130,-1.5,2.63877,1.5708,9.29923e-15,0.3,0,0.3
131,-1.5,2.93877,1.5708,9.29923e-15,0.3,0,0.3
132,-1.5,3.23877,1.5708,9.29923e-15,0.3,0,0.3
133,-1.5,3.53877,1.5708,9.29923e-15,0.3,0,0.3
134,-1.5,3.83877,1.5708,9.29923e-15,0.3,0,0.3
135,-1.5,4.13877,1.5708,9.29923e-15,0.3,0,0.3
136,-1.5,4.43877,1.5708,9.29923e-15,0.3,0,0.3
137,-1.5,4.73877,1.5708,9.29923e-15,0.3,0,0.3
138,-1.5,5.03877,1.5708,9.29923e-15,0.3,0,0.3
139,-1.5,5.33877,1.5708,9.29923e-15,0.3,0,0.3
140,-1.5,5.63877,1.5708,9.29923e-15,0.3,0,0.3
141,-1.5,5.93877,1.5708,9.29923e-15,0.3,0,0.3
142,-1.5,6.23877,1.5708,9.29923e-15,0.3,0,0.3
143,-1.5,6.53877,1.5708,9.29923e-15,0.3,0,0.3
144,-1.5,6.83877,1.5708,9.29923e-15,0.3,0,0.3
145,-1.5,7.13877,1.5708,9.29923e-15,0.3,0,0.3
146,-1.5,7.43877,1.5708,9.29923e-15,0.3,0,0.3
147,-1.5,7.73877,1.5708,9.29923e-15,0.3,0,0.3
148,-1.5,8.03877,1.5708,9.29923e-15,0.3,0,0.3
149,-1.5,8.33877,1.5708,9.29923e-15,0.3,0,0.3
150,-1.5,8.63877,1.5708,9.29923e-15,0.3,0,0.3
151,-1.5,8.93877,1.5708,9.29923e-15,0.3,0,0.3
152,-1.5,9.23877,1.5708,9.29923e-15,0.3,0,0.3
153,-1.5,9.53877,1.5708,9.29923e-15,0.3,0,0.3
154,-1.5,9.83877,1.5708,9.29923e-15,0.3,0,0.3
155,-1.5,10.1388,1.5708,9.29923e-15,0.3,0,0.3
156,-1.5,10.4388,1.5708,9.29923e-15,0.3,0,0.3
157,-1.5,10.7388,1.5708,9.29923e-15,0.3,0,0.3
158,-1.5,11.0361,1.5708,8.65116e-15,0.279093,0,0.279093
159,-1.5,11.2703,1.5708,7.19225e-15,0.232027,0,0.232027
160,-1.50118,11.4173,1.58702,-0.00352604,0.217287,0.0324523,0.217316
161,-1.5094,11.6344,1.6357,-0.0140949,0.216858,0.0649046,0.217316
162,-1.53169,11.8506,1.71683,-0.0316231,0.215003,0.0973569,0.217316
163,-1.57486,12.0634,1.83041,-0.0557875,0.210033,0.129809,0.217316
164,-1.64521,12.2688,1.97645,-0.0857571,0.199679,0.162262,0.217316
165,-1.74777,12.4601,2.15494,-0.119846,0.181282,0.194714,0.217316
166,-1.88526,12.6297,2.36582,-0.155137,0.15218,0.224391,0.217316
167,-2.05747,12.7645,2.57398,-0.183238,0.116833,0.191939,0.217316
168,-2.25192,12.8637,2.7497,-0.20084,0.0830021,0.159486,0.217316
169,-2.45938,12.9307,2.89296,-0.210633,0.0534777,0.127034,0.217316
170,-2.67341,12.9708,3.00376,-0.215255,0.0298576,0.0945818,0.217316
171,-2.89008,12.9905,3.08212,-0.216932,0.0129168,0.0621295,0.217316
172,-3.10741,12.9967,3.12802,-0.217296,0.00294882,0.0296772,0.217316
173,-3.32475,12.9964,3.14147,-0.217316,2.57859e-05,-0.00277513,0.217316
174,-3.55616,13,3.14159,-0.299457,0,0,0.299457
175,-3.85614,13,3.14159,-0.3,0,0,0.3
176,-4.13524,13,3.14159,-0.229878,0,0,0.229878
177,-4.41731,12.9988,3.15782,-0.217287,-0.00352604,0.0324523,0.217316
178,-4.63445,12.9906,3.2065,-0.216858,-0.0140949,0.0649046,0.217316
179,-4.85056,12.9683,3.28763,-0.215003,-0.0316231,0.0973569,0.217316
180,-5.06342,12.9251,3.40121,-0.210033,-0.0557875,0.129809,0.217316
181,-5.26883,12.8548,3.54725,-0.199679,-0.0857571,0.162262,0.217316
182,-5.4601,12.7522,3.72573,-0.181282,-0.119846,0.194714,0.217316
183,-5.62971,12.6147,3.93661,-0.15218,-0.155137,0.224391,0.217316
184,-5.76449,12.4425,4.14478,-0.116833,-0.183238,0.191939,0.217316
185,-5.86374,12.2481,4.32049,-0.0830021,-0.20084,0.159486,0.217316
186,-5.93072,12.0406,4.46375,-0.0534777,-0.210633,0.127034,0.217316
187,-5.97082,11.8266,4.57456,-0.0298576,-0.215255,0.0945818,0.217316
188,-5.9905,11.6099,4.65292,-0.0129168,-0.216932,0.0621295,0.217316
189,-5.99668,11.3926,4.69882,-0.00294882,-0.217296,0.0296772,0.217316
190,-5.9964,11.1752,4.71227,-2.57859e-05,-0.217316,-0.00277513,0.217316
191,-6,10.9438,-1.5708,9.2824e-15,-0.299457,0,0.299457
192,-6,10.6439,-1.5708,9.29923e-15,-0.3,0,0.3
193,-6,10.3439,-1.5708,9.29923e-15,-0.3,0,0.3
194,-6,10.0439,-1.5708,9.29923e-15,-0.3,0,0.3
195,-6,9.74386,-1.5708,9.29923e-15,-0.3,0,0.3
196,-6,9.44386,-1.5708,9.29923e-15,-0.3,0,0.3
197,-6,9.14386,-1.5708,9.29923e-15,-0.3,0,0.3
198,-6,8.84386,-1.5708,9.29923e-15,-0.3,0,0.3
199,-6,8.54386,-1.5708,9.29923e-15,-0.3,0,0.3
200,-6,8.24386,-1.5708,9.29923e-15,-0.3,0,0.3
201,-6,7.94386,-1.5708,9.29923e-15,-0.3,0,0.3
202,-6,7.64386,-1.5708,9.29923e-15,-0.3,0,0.3
203,-6,7.34386,-1.5708,9.29923e-15,-0.3,0,0.3
204,-6,7.04386,-1.5708,9.29923e-15,-0.3,0,0.3
205,-6,6.74386,-1.5708,9.29923e-15,-0.3,0,0.3
206,-6,6.44386,-1.5708,9.29923e-15,-0.3,0,0.3
207,-6,6.14386,-1.5708,9.29923e-15,-0.3,0,0.3
208,-6,5.84386,-1.5708,9.29923e-15,-0.3,0,0.3
209,-6,5.54386,-1.5708,9.29923e-15,-0.3,0,0.3
210,-6,5.24386,-1.5708,9.29923e-15,-0.3,0,0.3
211,-6,4.94386,-1.5708,9.29923e-15,-0.3,0,0.3
212,-6,4.64386,-1.5708,9.29923e-15,-0.3,0,0.3
213,-6,4.34386,-1.5708,9.29923e-15,-0.3,0,0.3
214,-6,4.04386,-1.5708,9.29923e-15,-0.3,0,0.3
215,-6,3.74386,-1.5708,9.29923e-15,-0.3,0,0.3
216,-6,3.44386,-1.5708,9.29923e-15,-0.3,0,0.3
217,-6,3.14386,-1.5708,9.29923e-15,-0.3,0,0.3
218,-6,2.84386,-1.5708,9.29923e-15,-0.3,0,0.3
219,-6,2.54386,-1.5708,9.29923e-15,-0.3,0,0.3
220,-6,2.24386,-1.5708,9.29923e-15,-0.3,0,0.3
221,-6,1.94386,-1.5708,9.29923e-15,-0.3,0,0.3
222,-6,1.64386,-1.5708,9.29923e-15,-0.3,0,0.3
223,-6,1.35005,-1.5708,8.15133e-15,-0.262968,0,0.262968
224,-6,1.13621,-1.5708,6.55369e-15,-0.211427,0,0.211427
225,-5.99804,1.0033,-1.54088,0.00588392,-0.196628,0.0598305,0.196716
226,-5.98432,0.807132,-1.45114,0.023483,-0.195309,0.119661,0.196716
227,-5.94731,0.614117,-1.30156,0.0523256,-0.189629,0.179491,0.196716
228,-5.8765,0.430975,-1.09215,0.0906024,-0.174609,0.239322,0.196716
229,-5.76442,0.27003,-0.822915,0.133784,-0.144218,0.299152,0.196716
230,-5.60907,0.145823,-0.539773,0.168748,-0.1011,0.254145,0.196716
231,-5.42747,0.0661657,-0.315543,0.187003,-0.0610472,0.194315,0.196716
232,-5.23454,0.0232872,-0.151144,0.194473,-0.0296192,0.134484,0.196716
233,-5.03807,0.00674471,-0.0465746,0.196502,-0.00915864,0.0746537,0.196716
234,-4.84123,0.00492087,-0.00183624,0.196715,-0.000361216,0.0148232,0.196716
235,-4.56091,0,0,0.294938,0,0,0.294938
236,-4.28363,0,0,0.2212,0,0,0.2212
237,-4.0033,0.00196147,0.0299152,0.196628,0.00588392,0.0598305,0.196716
238,-3.80713,0.0156767,0.119661,0.195309,0.023483,0.119661,0.196716
239,-3.61412,0.0526895,0.269237,0.189629,0.0523256,0.179491,0.196716
240,-3.43097,0.123503,0.478644,0.174609,0.0906024,0.239322,0.196716
241,-3.27003,0.235576,0.747881,0.144218,0.133784,0.299152,0.196716
242,-3.14582,0.390931,1.03102,0.1011,0.168748,0.254145,0.196716
243,-3.06617,0.572526,1.25525,0.0610472,0.187003,0.194315,0.196716
244,-3.02329,0.765461,1.41965,0.0296192,0.194473,0.134484,0.196716
245,-3.00674,0.961925,1.52422,0.00915864,0.196502,0.0746537,0.196716
246,-3.00492,1.15877,1.56896,0.000361216,0.196715,0.0148232,0.196716
247,-3,1.43909,1.5708,9.14233e-15,0.294938,0,0.294938
248,-3,1.73877,1.5708,9.29923e-15,0.3,0,0.3
249,-3,2.03877,1.5708,9.29923e-15,0.3,0,0.3
250,-3,2.33877,1.5708,9.29923e-15,0.3,0,0.3
251,-3,2.63877,1.5708,9.29923e-15,0.3,0,0.3
252,-3,2.93877,1.5708,9.29923e-15,0.3,0,0.3
253,-3,3.23877,1.5708,9.29923e-15,0.3,0,0.3
254,-3,3.53877,1.5708,9.29923e-15,0.3,0,0.3
255,-3,3.83877,1.5708,9.29923e-15,0.3,0,0.3
256,-3,4.13877,1.5708,9.29923e-15,0.3,0,0.3
257,-3,4.43877,1.5708,9.29923e-15,0.3,0,0.3
258,-3,4.73877,1.5708,9.29923e-15,0.3,0,0.3
259,-3,5.03877,1.5708,9.29923e-15,0.3,0,0.3
260,-3,5.33877,1.5708,9.29923e-15,0.3,0,0.3
261,-3,5.63877,1.5708,9.29923e-15,0.3,0,0.3
262,-3,5.93877,1.5708,9.29923e-15,0.3,0,0.3
263,-3,6.23877,1.5708,9.29923e-15,0.3,0,0.3
264,-3,6.53877,1.5708,9.29923e-15,0.3,0,0.3
265,-3,6.83877,1.5708,9.29923e-15,0.3,0,0.3
266,-3,7.13877,1.5708,9.29923e-15,0.3,0,0.3
267,-3,7.43877,1.5708,9.29923e-15,0.3,0,0.3
268,-3,7.73877,1.5708,9.29923e-15,0.3,0,0.3
269,-3,8.03877,1.5708,9.29923e-15,0.3,0,0.3
270,-3,8.33877,1.5708,9.29923e-15,0.3,0,0.3
271,-3,8.63877,1.5708,9.29923e-15,0.3,0,0.3
272,-3,8.93877,1.5708,9.29923e-15,0.3,0,0.3
273,-3,9.23877,1.5708,9.29923e-15,0.3,0,0.3
274,-3,9.53877,1.5708,9.29923e-15,0.3,0,0.3
275,-3,9.83877,1.5708,9.29923e-15,0.3,0,0.3
276,-3,10.1388,1.5708,9.29923e-15,0.3,0,0.3
277,-3,10.4388,1.5708,9.29923e-15,0.3,0,0.3
278,-3,10.7388,1.5708,9.29923e-15,0.3,0,0.3
279,-3,11.0361,1.5708,8.65116e-15,0.279093,0,0.279093
